"Drug Name and FDA Appl. #","Suppl. #","Active Ingredients","Company","Approval Type","Approval Date"
"CANASA (NDA #021252)","019","MESALAMINE","FOREST LABS INC","Manufacturing Change or Addition","01/02/2014"
"TESTIM (NDA #021454)","019","TESTOSTERONE","AUXILIUM PHARMS","Manufacturing Change or Addition","01/02/2014"
"LAMIVUDINE (ANDA #202941)","000","LAMIVUDINE","APOTEX INC","Approval","01/02/2014"
"LAMIVUDINE (ANDA #203260)","000","LAMIVUDINE","HETERO LABS LTD V","Approval","01/02/2014"
"MESTINON (NDA #011665)","019","PYRIDOSTIGMINE BROMIDE","VALEANT PHARMS LLC","Manufacturing Change or Addition","01/03/2014"
"ADENOSCAN (NDA #020059)","016","ADENOSINE","ASTELLAS","Labeling Revision","01/03/2014"
"NIZORAL A-D (NDA #020310)","021","KETOCONAZOLE","MCNEIL CONS","Manufacturing Change or Addition","01/03/2014"
"PYRIDOSTIGMINE BROMIDE (NDA #020414)","002","PYRIDOSTIGMINE BROMIDE","US ARMY","Manufacturing Change or Addition","01/03/2014"
"CEREBYX (NDA #020450)","023","FOSPHENYTOIN SODIUM","PARKE DAVIS","Labeling Revision","01/03/2014"
"CLARITIN-D 24 HOUR (NDA #020470)","043","LORATADINE; PSEUDOEPHEDRINE SULFATE","SCHERING PLOUGH","Manufacturing Change or Addition","01/03/2014"
"VENTOLIN HFA (NDA #020983)","030","ALBUTEROL SULFATE","GLAXO GRP LTD","Manufacturing Change or Addition","01/03/2014"
"REMODULIN (NDA #021272)","021","TREPROSTINIL","UNITED THERAP","Manufacturing Change or Addition","01/03/2014"
"LEXISCAN (NDA #022161)","011","REGADENOSON","ASTELLAS","Labeling Revision","01/03/2014"
"ADVIL (NDA #201803)","003","IBUPROFEN SODIUM","PFIZER CONS HLTHCARE","Manufacturing Change or Addition","01/03/2014"
"ASPIRIN (NDA #203697)","001","ASPIRIN","PLX PHARMA","Manufacturing Change or Addition","01/03/2014"
"ALLEGRA-D 24 HOUR ALLERGY AND CONGESTION (NDA #021704)","014","FEXOFENADINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE","SANOFI AVENTIS US","Manufacturing Change or Addition","01/06/2014"
"FIBRICOR (NDA #022418)","011","FENOFIBRIC ACID","MUTUAL PHARM CO INC","Labeling Revision","01/06/2014"
"VIOKACE (NDA #022542)","001","PANCRELIPASE (AMYLASE;LIPASE;PROTEASE)","FOREST LABS INC","Manufacturing Change or Addition","01/06/2014"
"LAMIVUDINE (ANDA #203277)","000","LAMIVUDINE","HETERO LABS LTD V","Approval","01/06/2014"
"MACROBID (NDA #020064)","022","NITROFURANTOIN; NITROFURANTOIN, MACROCRYSTALLINE","ALVOGEN INC","Manufacturing Change or Addition","01/07/2014"
"DIFLUCAN (NDA #020090)","041","FLUCONAZOLE","PFIZER","Manufacturing Change or Addition","01/07/2014"
"VIVITROL (NDA #021897)","025","NALTREXONE","ALKERMES","Manufacturing Change or Addition","01/07/2014"
"NOXAFIL (NDA #022003)","013","POSACONAZOLE","SCHERING","Manufacturing Change or Addition","01/07/2014"
"XARELTO (NDA #022406)","007","RIVAROXABAN","JANSSEN PHARMS","Labeling Revision","01/07/2014"
"TOBI PODHALER (NDA #201688)","001","TOBRAMYCIN","NOVARTIS","Manufacturing Change or Addition","01/07/2014"
"ANCOBON (NDA #017001)","030","FLUCYTOSINE","VALEANT","Manufacturing Change or Addition","01/08/2014"
"LOCOID (NDA #018514)","012","HYDROCORTISONE BUTYRATE","PRECISION DERMAT","Manufacturing Change or Addition","01/08/2014"
"PENTAM (NDA #019264)","032","PENTAMIDINE ISETHIONATE","FRESENIUS KABI USA","Manufacturing Change or Addition","01/08/2014"
"NIZORAL (NDA #019927)","034","KETOCONAZOLE","JANSSEN PHARMS","Manufacturing Change or Addition","01/08/2014"
"FEMHRT (NDA #021065)","020","ETHINYL ESTRADIOL; NORETHINDRONE ACETATE","WARNER CHILCOTT LLC","Labeling Revision","01/08/2014"
"PROAIR HFA (NDA #021457)","030","ALBUTEROL SULFATE","TEVA BRANDED PHARM","Manufacturing Change or Addition","01/08/2014"
"TELMISARTAN (ANDA #078710)","000","TELMISARTAN","WATSON LABS","Approval","01/08/2014"
"DULOXETINE HYDROCHLORIDE (ANDA #090728)","000","DULOXETINE HYDROCHLORIDE","ZYDUS PHARMS USA INC","Approval","01/08/2014"
"DULOXETINE HYDROCHLORIDE (ANDA #090739)","000","DULOXETINE HYDROCHLORIDE","ZYDUS PHARMS USA INC","Approval","01/08/2014"
"MYCOPHENOLIC ACID (ANDA #091248)","000","MYCOPHENOLIC ACID","MYLAN PHARMS INC","Approval","01/08/2014"
"TELMISARTAN AND AMLODIPINE (ANDA #201586)","000","AMLODIPINE BESYLATE; TELMISARTAN","LUPIN LTD","Approval","01/08/2014"
"SIROLIMUS (ANDA #201676)","000","SIROLIMUS","ZYDUS PHARMS USA INC","Approval","01/08/2014"
"SIROLIMUS (ANDA #201676)","000","SIROLIMUS","ZYDUS PHARMS USA INC","Tentative Approval","01/08/2014"
"FARXIGA (NDA #202293)","000","DAPAGLIFLOZIN","ASTRAZENECA AB","Approval","01/08/2014"
"TELMISARTAN AND AMLODIPINE (ANDA #202517)","000","AMLODIPINE BESYLATE; TELMISARTAN","TORRENT PHARMS LTD","Approval","01/08/2014"
"OSPHENA (NDA #203505)","003","OSPEMIFENE","SHIONOGI INC","Manufacturing Change or Addition","01/08/2014"
"MEKINIST (NDA #204114)","001","TRAMETINIB DIMETHYL SULFOXIDE","GLAXOSMITHKLINE LLC","New or Modified Indication","01/08/2014"
"MESTINON (NDA #009829)","016","PYRIDOSTIGMINE BROMIDE","VALEANT PHARMS LLC","Manufacturing Change or Addition","01/09/2014"
"HEPARIN SODIUM (NDA #017037)","171","HEPARIN SODIUM","HIKMA MAPLE","Manufacturing Change or Addition","01/09/2014"
"HEXALEN (NDA #019926)","024","ALTRETAMINE","EISAI INC","Manufacturing Change or Addition","01/09/2014"
"VANTAS (NDA #021732)","015","HISTRELIN ACETATE","ENDO PHARM","Manufacturing Change or Addition","01/09/2014"
"TYGACIL (NDA #021821)","036","TIGECYCLINE","PF PRISM CV","Manufacturing Change or Addition","01/09/2014"
"ORAVERSE (NDA #022159)","005","PHENTOLAMINE MESYLATE","SEPTODONT HOLDING","Manufacturing Change or Addition","01/09/2014"
"LEXISCAN (NDA #022161)","011","REGADENOSON","ASTELLAS","Labeling Revision","01/09/2014"
"MORPHINE SULFATE (NDA #022195)","009","MORPHINE SULFATE","ROXANE","Labeling Revision","01/09/2014"
"SIROLIMUS (ANDA #201578)","000","SIROLIMUS","DR REDDYS LABS LTD","Tentative Approval","01/09/2014"
"GRISEOFULVIN, ULTRAMICROSIZE (ANDA #204371)","000","GRISEOFULVIN, ULTRAMICROSIZE","RICONPHARMA LLC","Approval","01/09/2014"
"ADAGEN (NDA #019818)","050","PEGADEMASE BOVINE","SIGMA TAU","Manufacturing Change or Addition","01/10/2014"
"ZOLOFT (NDA #019839)","085","SERTRALINE HYDROCHLORIDE","PFIZER","Manufacturing Change or Addition","01/10/2014"
"SYNERA (NDA #021623)","023","LIDOCAINE; TETRACAINE","GALEN SPECIALTY","Manufacturing Change or Addition","01/10/2014"
"VIDAZA (NDA #050794)","026","AZACITIDINE","CELGENE","Labeling Revision","01/10/2014"
"PIOGLITAZONE HYDROCHLORIDE (ANDA #077210)","000","PIOGLITAZONE HYDROCHLORIDE","TEVA PHARMS USA","Approval","01/10/2014"
"PREGABALIN (ANDA #091025)","000","PREGABALIN","ACTAVIS ELIZABETH","Tentative Approval","01/10/2014"
"CANDESARTAN CILEXETIL (ANDA #202079)","000","CANDESARTAN CILEXETIL","APOTEX INC","Approval","01/10/2014"
"TAFINLAR (NDA #202806)","002","DABRAFENIB MESYLATE","GLAXOSMITHKLINE","New or Modified Indication","01/10/2014"
"KAYEXALATE (NDA #011287)","024","SODIUM POLYSTYRENE SULFONATE","COVIS PHARMA SARL","Manufacturing Change or Addition","01/13/2014"
"DELFLEX W/ DEXTROSE 1.5% IN PLASTIC CONTAINER (NDA #018883)","052","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Manufacturing Change or Addition","01/13/2014"
"DELFLEX W/ DEXTROSE 1.5% LOW MAGNESIUM IN PLASTIC CONTAINER (NDA #018883)","052","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Manufacturing Change or Addition","01/13/2014"
"DELFLEX W/ DEXTROSE 2.5% IN PLASTIC CONTAINER (NDA #018883)","052","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Manufacturing Change or Addition","01/13/2014"
"DELFLEX W/ DEXTROSE 2.5% LOW MAGNESIUM IN PLASTIC CONTAINER (NDA #018883)","052","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Manufacturing Change or Addition","01/13/2014"
"DELFLEX W/ DEXTROSE 4.25% IN PLASTIC CONTAINER (NDA #018883)","052","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Manufacturing Change or Addition","01/13/2014"
"DELFLEX W/ DEXTROSE 4.25% LOW MAGNESIUM IN PLASTIC CONTAINER (NDA #018883)","052","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Manufacturing Change or Addition","01/13/2014"
"DELFLEX W/ DEXTROSE 1.5% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINER (NDA #020171)","034","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Manufacturing Change or Addition","01/13/2014"
"DELFLEX W/ DEXTROSE 2.5% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINER (NDA #020171)","034","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Manufacturing Change or Addition","01/13/2014"
"DELFLEX W/ DEXTROSE 4.25% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINER (NDA #020171)","034","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Manufacturing Change or Addition","01/13/2014"
"ASACOL HD (NDA #021830)","007","MESALAMINE","WARNER CHILCOTT LLC","Manufacturing Change or Addition","01/13/2014"
"ELELYSO (NDA #022458)","001","TALIGLUCERASE ALFA","PFIZER","Manufacturing Change or Addition","01/13/2014"
"FLUDEOXYGLUCOSE F18 (ANDA #203246)","000","FLUDEOXYGLUCOSE F-18","UNIV TX MD ANDERSON","Approval","01/13/2014"
"THYROLAR-0.25 (NDA #016807)","033","LIOTRIX (T4;T3)","FOREST LABS","Manufacturing Change or Addition","01/14/2014"
"THYROLAR-0.5 (NDA #016807)","033","LIOTRIX (T4;T3)","FOREST LABS","Manufacturing Change or Addition","01/14/2014"
"THYROLAR-1 (NDA #016807)","033","LIOTRIX (T4;T3)","FOREST LABS","Manufacturing Change or Addition","01/14/2014"
"THYROLAR-2 (NDA #016807)","033","LIOTRIX (T4;T3)","FOREST LABS","Manufacturing Change or Addition","01/14/2014"
"THYROLAR-3 (NDA #016807)","033","LIOTRIX (T4;T3)","FOREST LABS","Manufacturing Change or Addition","01/14/2014"
"THYROLAR-5 (NDA #016807)","033","LIOTRIX (T4;T3)","FOREST LABS","Manufacturing Change or Addition","01/14/2014"
"DOVONEX (NDA #020554)","010","CALCIPOTRIENE","LEO PHARMA AS","Manufacturing Change or Addition","01/14/2014"
"XOPENEX (NDA #020837)","040","LEVALBUTEROL HYDROCHLORIDE","SUNOVION","Labeling Revision","01/14/2014"
"CALDOLOR (NDA #022348)","002","IBUPROFEN","CUMBERLAND PHARMS","Manufacturing Change or Addition","01/14/2014"
"FLUOCINONIDE (ANDA #090256)","000","FLUOCINONIDE","PERRIGO ISRAEL","Approval","01/14/2014"
"DOXERCALCIFEROL (ANDA #091433)","000","DOXERCALCIFEROL","ROXANE","Approval","01/14/2014"
"ZUBSOLV (NDA #204242)","001","BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE","OREXO AB","Manufacturing Change or Addition","01/14/2014"
"PROTOPAM CHLORIDE (NDA #014134)","035","PRALIDOXIME CHLORIDE","BAXTER HLTHCARE CORP","Manufacturing Change or Addition","01/15/2014"
"HEPARIN SODIUM (NDA #017037)","172","HEPARIN SODIUM","HIKMA MAPLE","Manufacturing Change or Addition","01/15/2014"
"LIDOCAINE HYDROCHLORIDE 0.2% IN DEXTROSE 5% IN PLASTIC CONTAINER (NDA #018388)","084","LIDOCAINE HYDROCHLORIDE","HOSPIRA","Labeling Revision","01/15/2014"
"LIDOCAINE HYDROCHLORIDE 0.4% IN DEXTROSE 5% IN PLASTIC CONTAINER (NDA #018388)","084","LIDOCAINE HYDROCHLORIDE","HOSPIRA","Labeling Revision","01/15/2014"
"LIDOCAINE HYDROCHLORIDE 0.8% IN DEXTROSE 5% IN PLASTIC CONTAINER (NDA #018388)","084","LIDOCAINE HYDROCHLORIDE","HOSPIRA","Labeling Revision","01/15/2014"
"HUMULIN N (NDA #018781)","145","INSULIN SUSP ISOPHANE RECOMBINANT HUMAN","LILLY","Labeling Revision","01/15/2014"
"HEPARIN SODIUM 1,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER (NDA #018916)","064","HEPARIN SODIUM","HOSPIRA","Manufacturing Change or Addition","01/15/2014"
"HEPARIN SODIUM 10,000 UNITS IN SODIUM CHLORIDE 0.45% (NDA #018916)","064","HEPARIN SODIUM","HOSPIRA","Manufacturing Change or Addition","01/15/2014"
"HEPARIN SODIUM 10,000 UNITS IN SODIUM CHLORIDE 0.9% (NDA #018916)","064","HEPARIN SODIUM","HOSPIRA","Manufacturing Change or Addition","01/15/2014"
"HEPARIN SODIUM 12,500 UNITS IN SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER (NDA #018916)","064","HEPARIN SODIUM","HOSPIRA","Manufacturing Change or Addition","01/15/2014"
"HEPARIN SODIUM 12,500 UNITS IN SODIUM CHLORIDE 0.9% (NDA #018916)","064","HEPARIN SODIUM","HOSPIRA","Manufacturing Change or Addition","01/15/2014"
"HEPARIN SODIUM 2,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER (NDA #018916)","064","HEPARIN SODIUM","HOSPIRA","Manufacturing Change or Addition","01/15/2014"
"HEPARIN SODIUM 25,000 UNITS IN SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER (NDA #018916)","064","HEPARIN SODIUM","HOSPIRA","Manufacturing Change or Addition","01/15/2014"
"HEPARIN SODIUM 25,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER (NDA #018916)","064","HEPARIN SODIUM","HOSPIRA","Manufacturing Change or Addition","01/15/2014"
"HEPARIN SODIUM 5,000 UNITS IN SODIUM CHLORIDE 0.45% (NDA #018916)","064","HEPARIN SODIUM","HOSPIRA","Manufacturing Change or Addition","01/15/2014"
"HEPARIN SODIUM 5,000 UNITS IN SODIUM CHLORIDE 0.9% (NDA #018916)","064","HEPARIN SODIUM","HOSPIRA","Manufacturing Change or Addition","01/15/2014"
"HUMULIN 70/30 (NDA #019717)","124","INSULIN RECOMBINANT HUMAN; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN","LILLY","Labeling Revision","01/15/2014"
"HUMULIN 70/30 PEN (NDA #019717)","124","INSULIN RECOMBINANT HUMAN; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN","LILLY","Labeling Revision","01/15/2014"
"FEMARA (NDA #020726)","027","LETROZOLE","NOVARTIS PHARMS","Labeling Revision","01/15/2014"
"XOPENEX (NDA #020837)","040","LEVALBUTEROL HYDROCHLORIDE","SUNOVION","Labeling Revision","01/15/2014"
"SUSTIVA (NDA #020972)","044","EFAVIRENZ","BRISTOL MYERS SQUIBB","Manufacturing Change or Addition","01/15/2014"
"DACOGEN (NDA #021790)","017","DECITABINE","EISAI INC","Manufacturing Change or Addition","01/15/2014"
"SYMBICORT (NDA #021929)","035","BUDESONIDE; FORMOTEROL FUMARATE DIHYDRATE","ASTRAZENECA","Manufacturing Change or Addition","01/15/2014"
"AXIRON (NDA #022504)","007","TESTOSTERONE","ELI LILLY AND CO","Manufacturing Change or Addition","01/15/2014"
"POLYMYXIN B SULFATE (ANDA #202766)","000","POLYMYXIN B SULFATE","XELLIA PHARMS APS","Approval","01/15/2014"
"TEGRETOL (NDA #016608)","103","CARBAMAZEPINE","NOVARTIS","Labeling Revision","01/16/2014"
"TEGRETOL (NDA #018281)","051","CARBAMAZEPINE","NOVARTIS","Labeling Revision","01/16/2014"
"ACETAMINOPHEN (NDA #018337)","032","ACETAMINOPHEN","TARO PHARMS NORTH","Labeling Revision","01/16/2014"
"INFANTS' FEVERALL (NDA #018337)","032","ACETAMINOPHEN","TARO PHARMS NORTH","Labeling Revision","01/16/2014"
"TEGRETOL (NDA #018927)","044","CARBAMAZEPINE","NOVARTIS","Labeling Revision","01/16/2014"
"TEGRETOL-XR (NDA #020234)","035","CARBAMAZEPINE","NOVARTIS","Labeling Revision","01/16/2014"
"ANDRODERM (NDA #020489)","030","TESTOSTERONE","WATSON LABS","Manufacturing Change or Addition","01/16/2014"
"COMTAN (NDA #020796)","021","ENTACAPONE","ORION PHARMA","Manufacturing Change or Addition","01/16/2014"
"PRECEDEX (NDA #021038)","025","DEXMEDETOMIDINE HYDROCHLORIDE","HOSPIRA","Manufacturing Change or Addition","01/16/2014"
"STALEVO 100 (NDA #021485)","030","CARBIDOPA; ENTACAPONE; LEVODOPA","ORION PHARMA","Manufacturing Change or Addition","01/16/2014"
"STALEVO 125 (NDA #021485)","030","CARBIDOPA; ENTACAPONE; LEVODOPA","ORION PHARMA","Manufacturing Change or Addition","01/16/2014"
"STALEVO 150 (NDA #021485)","030","CARBIDOPA; ENTACAPONE; LEVODOPA","ORION PHARMA","Manufacturing Change or Addition","01/16/2014"
"STALEVO 200 (NDA #021485)","030","CARBIDOPA; ENTACAPONE; LEVODOPA","ORION PHARMA","Manufacturing Change or Addition","01/16/2014"
"STALEVO 50 (NDA #021485)","030","CARBIDOPA; ENTACAPONE; LEVODOPA","ORION PHARMA","Manufacturing Change or Addition","01/16/2014"
"STALEVO 75 (NDA #021485)","030","CARBIDOPA; ENTACAPONE; LEVODOPA","ORION PHARMA","Manufacturing Change or Addition","01/16/2014"
"EOVIST (NDA #022090)","010","GADOXETATE DISODIUM","BAYER HLTHCARE","Manufacturing Change or Addition","01/16/2014"
"VIMPAT (NDA #022253)","023","LACOSAMIDE","UCB INC","Labeling Revision","01/16/2014"
"VIMPAT (NDA #022254)","015","LACOSAMIDE","UCB INC","Labeling Revision","01/16/2014"
"VIMPAT (NDA #022255)","009","LACOSAMIDE","UCB INC","Labeling Revision","01/16/2014"
"NUCYNTA (NDA #022304)","013","TAPENTADOL HYDROCHLORIDE","JANSSEN PHARMS","Manufacturing Change or Addition","01/16/2014"
"ARGATROBAN IN SODIUM CHLORIDE (NDA #022434)","005","ARGATROBAN","EAGLE PHARMS","Manufacturing Change or Addition","01/16/2014"
"RESTASIS (NDA #050790)","022","CYCLOSPORINE","ALLERGAN","Manufacturing Change or Addition","01/16/2014"
"ZARONTIN (ANDA #080258)","029","ETHOSUXIMIDE","PARKE DAVIS","Labeling Revision","01/16/2014"
"ZARONTIN (ANDA #080258)","031","ETHOSUXIMIDE","PARKE DAVIS","Labeling Revision","01/16/2014"
"NUCYNTA ER (NDA #200533)","007","TAPENTADOL HYDROCHLORIDE","JANSSEN PHARMS","Manufacturing Change or Addition","01/16/2014"
"OXECTA (NDA #202080)","002","OXYCODONE HYDROCHLORIDE","ACURA PHARMS INC","Labeling Revision","01/16/2014"
"SUPRAX (NDA #202091)","001","CEFIXIME","LUPIN LTD","Manufacturing Change or Addition","01/16/2014"
"DOXEPIN HYDROCHLORIDE (ANDA #202337)","000","DOXEPIN HYDROCHLORIDE","MYLAN PHARMS INC","Tentative Approval","01/16/2014"
"NUCYNTA (NDA #203794)","001","TAPENTADOL HYDROCHLORIDE","JANSSEN PHARMS","Manufacturing Change or Addition","01/16/2014"
"ONFI (NDA #203993)","001","CLOBAZAM","LUNDBECK LLC","Manufacturing Change or Addition","01/16/2014"
"PENNSAID (NDA #204623)","000","DICLOFENAC SODIUM","MALLINCKRODT INC","Approval","01/16/2014"
"ALEVE PM (NDA #205352)","000","DIPHENHYDRAMINE HYDROCHLORIDE; NAPROXEN SODIUM","BAYER HLTHCARE","Approval","01/16/2014"
"H.P. ACTHAR GEL (NDA #008372)","047","CORTICOTROPIN","QUESTCOR PHARMS","Manufacturing Change or Addition","01/17/2014"
"ALDACTAZIDE (NDA #012616)","074","HYDROCHLOROTHIAZIDE; SPIRONOLACTONE","GD SEARLE LLC","Labeling Revision","01/17/2014"
"CORDARONE (NDA #018972)","049","AMIODARONE HYDROCHLORIDE","WYETH PHARMS INC","Manufacturing Change or Addition","01/17/2014"
"TROPHAMINE (NDA #019018)","032","AMINO ACIDS","B BRAUN","Manufacturing Change or Addition","01/17/2014"
"TROPHAMINE 10% (NDA #019018)","032","AMINO ACIDS","B BRAUN","Manufacturing Change or Addition","01/17/2014"
"CONDYLOX (NDA #019795)","012","PODOFILOX","WATSON PHARMS","Manufacturing Change or Addition","01/17/2014"
"ACCURETIC (NDA #020125)","016","HYDROCHLOROTHIAZIDE; QUINAPRIL HYDROCHLORIDE","PFIZER PHARMS","Labeling Revision","01/17/2014"
"COZAAR (NDA #020386)","060","LOSARTAN POTASSIUM","MERCK SHARP DOHME","Labeling Revision","01/17/2014"
"HYZAAR (NDA #020387)","059","HYDROCHLOROTHIAZIDE; LOSARTAN POTASSIUM","MERCK SHARP DOHME","Labeling Revision","01/17/2014"
"VALSTAR PRESERVATIVE FREE (NDA #020892)","018","VALRUBICIN","ENDO PHARM","Manufacturing Change or Addition","01/17/2014"
"RANEXA (NDA #021526)","027","RANOLAZINE","GILEAD","Manufacturing Change or Addition","01/17/2014"
"DORIBAX (NDA #022106)","012","DORIPENEM","SHIONOGI INC","Labeling Revision","01/17/2014"
"VIMPAT (NDA #022255)","011","LACOSAMIDE","UCB INC","Manufacturing Change or Addition","01/17/2014"
"PHOSLYRA (NDA #022581)","004","CALCIUM ACETATE","FRESENIUS MEDCL","Manufacturing Change or Addition","01/17/2014"
"BUPROPION HYDROCHLORIDE (ANDA #201567)","000","BUPROPION HYDROCHLORIDE","ZYDUS PHARMS USA INC","Approval","01/17/2014"
"VICTRELIS (NDA #202258)","012","BOCEPREVIR","MERCK SHARP DOHME","Labeling Revision","01/17/2014"
"ZECUITY (NDA #202278)","004","SUMATRIPTAN SUCCINATE","TEVA BRANDED PHARM","Manufacturing Change or Addition","01/17/2014"
"PERCODAN (NDA #007337)","048","ASPIRIN; OXYCODONE HYDROCHLORIDE","ENDO PHARMS","Manufacturing Change or Addition","01/21/2014"
"PERCODAN (NDA #007337)","048","ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE","ENDO PHARMS","Manufacturing Change or Addition","01/21/2014"
"PERCODAN-DEMI (NDA #007337)","048","ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE","ENDO PHARMS","Manufacturing Change or Addition","01/21/2014"
"HALCION (NDA #017892)","045","TRIAZOLAM","PHARMACIA AND UPJOHN","Manufacturing Change or Addition","01/21/2014"
"VENTOLIN HFA (NDA #020983)","029","ALBUTEROL SULFATE","GLAXO GRP LTD","Manufacturing Change or Addition","01/21/2014"
"DYMISTA (NDA #202236)","004","AZELASTINE HYDROCHLORIDE; FLUTICASONE PROPIONATE","MEDA PHARMS","Manufacturing Change or Addition","01/21/2014"
"CORDARONE (NDA #018972)","048","AMIODARONE HYDROCHLORIDE","WYETH PHARMS INC","Labeling Revision","01/22/2014"
"SUSTIVA (NDA #020972)","045","EFAVIRENZ","BRISTOL MYERS SQUIBB","Manufacturing Change or Addition","01/22/2014"
"WELCHOL (NDA #021176)","037","COLESEVELAM HYDROCHLORIDE","DAIICHI SANKYO","Efficacy Supplement with Clinical Data to Support","01/22/2014"
"SUSTIVA (NDA #021360)","034","EFAVIRENZ","BRISTOL MYERS SQUIBB","Manufacturing Change or Addition","01/22/2014"
"ERTACZO (NDA #021385)","005","SERTACONAZOLE NITRATE","VALEANT LUXEMBOURG","Labeling Revision","01/22/2014"
"ALPHAGAN P (NDA #021770)","009","BRIMONIDINE TARTRATE","ALLERGAN","Manufacturing Change or Addition","01/22/2014"
"TASIGNA (NDA #022068)","017","NILOTINIB HYDROCHLORIDE MONOHYDRATE","NOVARTIS","Efficacy Supplement with Clinical Data to Support","01/22/2014"
"EMBEDA (NDA #022321)","015","MORPHINE SULFATE; NALTREXONE HYDROCHLORIDE","ALPHARMA PHARMS","Manufacturing Change or Addition","01/22/2014"
"WELCHOL (NDA #022362)","020","COLESEVELAM HYDROCHLORIDE","DAIICHI SANKYO","Labeling Revision","01/22/2014"
"XERESE (NDA #022436)","004","ACYCLOVIR; HYDROCORTISONE","VALEANT BERMUDA","Efficacy Supplement with Clinical Data to Support","01/22/2014"
